location,year,month,disaster_type,prob_ACCIDENT,prob_COLLAPSE,prob_COMERCIAL FIRE,prob_DISASTER_TYPE,prob_DROWN,prob_DROWNING,prob_EPIDEMIC,prob_EXPLOSION,prob_FIRE,prob_FLOOD,prob_INDUSTRIAL FIRE,prob_LANDSLIDE,prob_LIGHTNING,prob_MAN MADE (BUILDING COLLAPSE),prob_MAN MADE(BUILDING COLLAPSE),prob_MAN_MADE,prob_PEST_INFESTATION,prob_RAIN_STORM,prob_TIDAL_WAVE,prob_WIND_STORM
"MPATABA,NEW NZULEZO",2025,8,MAN_MADE,0.12,0.08,0.0,0.0,0.0,0.02,0.0,0.01,0.03,0.07,0.0,0.01,0.0,0.0,0.01,0.34,0.01,0.08,0.11,0.11
AKANGO,2025,8,WIND_STORM,0.02,0.1,0.0,0.0,0.0,0.01,0.03,0.06,0.05,0.11,0.01,0.01,0.01,0.0,0.01,0.15,0.01,0.11,0.15,0.16
AKOSONU,2025,8,WIND_STORM,0.02,0.1,0.0,0.0,0.0,0.01,0.03,0.06,0.05,0.11,0.01,0.01,0.01,0.0,0.01,0.15,0.01,0.11,0.15,0.16
BOMOKROM,2025,8,MAN_MADE,0.09,0.14,0.0,0.0,0.0,0.02,0.0,0.01,0.02,0.05,0.0,0.01,0.0,0.0,0.01,0.24,0.01,0.12,0.16,0.12
"AKANGO,AKOSONU,BOMOKROM,AWOLEZO,BANKYIM,BOKRO,AJOMORO,AYISAKRO",2025,8,WIND_STORM,0.02,0.1,0.0,0.0,0.0,0.01,0.03,0.06,0.05,0.11,0.01,0.01,0.01,0.0,0.01,0.15,0.01,0.11,0.15,0.16
AVREBO,2025,8,MAN_MADE,0.07,0.1,0.0,0.0,0.0,0.02,0.0,0.02,0.03,0.07,0.0,0.01,0.01,0.0,0.01,0.21,0.01,0.12,0.16,0.16
AHUNYAME,2025,8,WIND_STORM,0.02,0.1,0.0,0.0,0.0,0.01,0.02,0.06,0.05,0.11,0.01,0.01,0.02,0.0,0.01,0.15,0.01,0.11,0.15,0.16
TAKORADI MARKET,2025,8,MAN_MADE,0.18,0.07,0.0,0.0,0.0,0.02,0.0,0.01,0.04,0.06,0.0,0.05,0.0,0.0,0.04,0.26,0.01,0.06,0.07,0.13
KWEIKUMA RIDGE,2025,8,MAN_MADE,0.11,0.08,0.0,0.0,0.0,0.02,0.0,0.01,0.03,0.06,0.0,0.01,0.0,0.0,0.01,0.35,0.01,0.08,0.11,0.12
KWEIKUMA BUS TOP,2025,8,MAN_MADE,0.11,0.08,0.0,0.0,0.0,0.02,0.0,0.01,0.03,0.06,0.0,0.01,0.0,0.0,0.01,0.35,0.01,0.08,0.11,0.12
KANSAWORODO,2025,8,MAN_MADE,0.11,0.08,0.0,0.0,0.0,0.02,0.0,0.01,0.03,0.06,0.0,0.01,0.0,0.0,0.01,0.36,0.01,0.08,0.11,0.11
"KOJOKROM,WEST FIJAI,DIABENE,ADAKOPE,KWEIKUMA RIDGE",2025,8,MAN_MADE,0.11,0.08,0.0,0.0,0.0,0.02,0.0,0.01,0.03,0.06,0.0,0.01,0.0,0.0,0.01,0.36,0.01,0.08,0.11,0.11
"WEST FIJAI,KOJOKROM,ENOE",2025,8,ACCIDENT,0.22,0.06,0.0,0.0,0.0,0.02,0.0,0.01,0.04,0.07,0.0,0.04,0.0,0.02,0.02,0.22,0.01,0.07,0.06,0.14
LOWER NEW TAKORADI,2025,8,MAN_MADE,0.09,0.07,0.0,0.0,0.0,0.05,0.01,0.01,0.03,0.05,0.0,0.01,0.0,0.0,0.04,0.37,0.01,0.04,0.12,0.1
ADAKOPE,2025,8,WIND_STORM,0.02,0.1,0.0,0.0,0.0,0.01,0.02,0.06,0.05,0.12,0.01,0.01,0.02,0.0,0.01,0.14,0.01,0.11,0.15,0.16
KOKOMPE NO.1,2025,8,MAN_MADE,0.11,0.08,0.0,0.0,0.0,0.02,0.0,0.01,0.03,0.06,0.0,0.01,0.0,0.0,0.01,0.36,0.01,0.08,0.11,0.11
ESIKAFOAMBANTEM NO1,2025,8,MAN_MADE,0.09,0.1,0.0,0.0,0.0,0.02,0.0,0.01,0.02,0.07,0.0,0.01,0.0,0.0,0.01,0.32,0.01,0.08,0.15,0.11
SEK. RAILWAYS SLUMS,2025,8,MAN_MADE,0.14,0.06,0.0,0.0,0.0,0.02,0.0,0.01,0.04,0.06,0.0,0.04,0.0,0.0,0.08,0.32,0.01,0.02,0.1,0.1
ESSIKADO,2025,8,MAN_MADE,0.09,0.1,0.0,0.0,0.0,0.02,0.0,0.01,0.02,0.07,0.0,0.01,0.0,0.0,0.01,0.32,0.01,0.08,0.15,0.11
"MANSO,BANSO,EDAA,DOMINASE",2025,8,MAN_MADE,0.12,0.08,0.0,0.0,0.0,0.02,0.0,0.01,0.03,0.06,0.0,0.01,0.0,0.0,0.01,0.36,0.01,0.07,0.11,0.11
Manso,2025,8,MAN_MADE,0.16,0.07,0.0,0.0,0.0,0.02,0.0,0.01,0.03,0.06,0.0,0.01,0.0,0.0,0.01,0.33,0.01,0.09,0.09,0.11
"Dominase,Treboum,Ayiem,Mpohor,Banso",2025,8,MAN_MADE,0.09,0.1,0.0,0.0,0.0,0.02,0.0,0.01,0.02,0.06,0.0,0.01,0.0,0.0,0.01,0.31,0.01,0.1,0.15,0.11
"INCHABAN,ESSUMANKROM",2025,8,MAN_MADE,0.11,0.09,0.0,0.0,0.0,0.02,0.0,0.01,0.03,0.07,0.0,0.01,0.0,0.0,0.01,0.31,0.01,0.1,0.12,0.11
Anlo Beach,2025,8,MAN_MADE,0.08,0.11,0.0,0.0,0.0,0.02,0.0,0.01,0.03,0.07,0.0,0.01,0.01,0.0,0.01,0.22,0.01,0.12,0.16,0.14
Supomu-dunkwa,2025,8,MAN_MADE,0.18,0.07,0.0,0.0,0.0,0.02,0.0,0.01,0.03,0.06,0.0,0.05,0.0,0.0,0.04,0.27,0.01,0.06,0.07,0.13
"ANTO,ABOSO,DUNKWA,OHIAMADWEN,OLD DABOASE JUNCTION,ASSORKO,KWAABENANOKROM,NEW DABOASE JUNCTION",2025,8,WIND_STORM,0.03,0.1,0.0,0.0,0.0,0.01,0.03,0.07,0.04,0.08,0.0,0.01,0.01,0.0,0.01,0.15,0.01,0.12,0.15,0.18
Sanzule Ewe Comm.,2025,8,MAN_MADE,0.14,0.06,0.0,0.0,0.0,0.03,0.0,0.01,0.04,0.05,0.0,0.04,0.0,0.0,0.09,0.31,0.01,0.02,0.1,0.1
AKOTO,2025,8,WIND_STORM,0.02,0.1,0.0,0.0,0.0,0.01,0.03,0.06,0.05,0.11,0.01,0.01,0.01,0.0,0.01,0.15,0.01,0.11,0.15,0.16
Azuleloanu,2025,8,MAN_MADE,0.08,0.13,0.0,0.0,0.0,0.02,0.0,0.01,0.03,0.06,0.0,0.01,0.01,0.0,0.01,0.22,0.01,0.12,0.16,0.13
New Bakanta ,2025,8,MAN_MADE,0.17,0.07,0.0,0.0,0.0,0.02,0.01,0.01,0.03,0.06,0.0,0.05,0.0,0.0,0.04,0.28,0.01,0.08,0.07,0.1
BADUKROM,2025,8,MAN_MADE,0.09,0.13,0.0,0.0,0.0,0.02,0.0,0.01,0.03,0.05,0.0,0.01,0.01,0.0,0.01,0.22,0.01,0.12,0.16,0.13
"EFUANTA,KYEKYERWERE,ESUOSO,ADEYIE,BONSA,NKRAN,ADIEWOSO,ESSAMANG",2025,8,MAN_MADE,0.09,0.1,0.0,0.0,0.0,0.02,0.0,0.01,0.02,0.07,0.0,0.01,0.0,0.0,0.01,0.32,0.01,0.08,0.15,0.11
BONSAWIRE,2025,8,MAN_MADE,0.09,0.14,0.0,0.0,0.0,0.02,0.0,0.01,0.02,0.05,0.0,0.01,0.0,0.0,0.01,0.24,0.01,0.12,0.16,0.12
"enyinase,nsuaem",2025,8,ACCIDENT,0.23,0.05,0.0,0.0,0.01,0.02,0.0,0.01,0.04,0.07,0.0,0.03,0.0,0.02,0.02,0.21,0.01,0.09,0.05,0.14
teberebie,2025,8,ACCIDENT,0.25,0.04,0.0,0.0,0.06,0.02,0.0,0.01,0.04,0.06,0.0,0.03,0.0,0.02,0.01,0.19,0.01,0.08,0.05,0.13
"Wassa Akropong,Abrokyire Krobo,Afransie",2025,8,ACCIDENT,0.22,0.06,0.0,0.0,0.0,0.02,0.0,0.01,0.04,0.07,0.0,0.04,0.0,0.02,0.02,0.22,0.01,0.07,0.06,0.14
"Jukwaa,Hemaa,Asunda",2025,8,MAN_MADE,0.11,0.09,0.0,0.0,0.0,0.02,0.0,0.01,0.03,0.07,0.0,0.01,0.0,0.0,0.01,0.34,0.01,0.08,0.11,0.11
"WASSA ASIKUMA,WASSA ADANSE,GYEDUA,BAWDIE",2025,8,MAN_MADE,0.21,0.07,0.0,0.0,0.0,0.02,0.0,0.01,0.04,0.07,0.0,0.04,0.0,0.02,0.02,0.24,0.01,0.06,0.06,0.13
"damoakrom,wassa akropong",2025,8,ACCIDENT,0.23,0.05,0.0,0.0,0.01,0.02,0.0,0.01,0.04,0.07,0.0,0.03,0.0,0.02,0.02,0.21,0.01,0.09,0.05,0.14
SOFO ZONGO,2025,8,MAN_MADE,0.18,0.07,0.0,0.0,0.0,0.04,0.0,0.01,0.03,0.06,0.0,0.05,0.0,0.0,0.04,0.26,0.01,0.05,0.07,0.13
Kwesimintsim,2025,8,MAN_MADE,0.11,0.08,0.0,0.0,0.0,0.02,0.0,0.01,0.03,0.06,0.0,0.01,0.0,0.0,0.01,0.35,0.01,0.08,0.11,0.12
Whindo,2025,8,ACCIDENT,0.22,0.06,0.0,0.0,0.0,0.02,0.0,0.01,0.04,0.07,0.0,0.04,0.0,0.02,0.02,0.21,0.01,0.09,0.05,0.14
Adientem,2025,8,MAN_MADE,0.08,0.11,0.0,0.0,0.0,0.02,0.0,0.01,0.03,0.07,0.0,0.01,0.01,0.0,0.01,0.22,0.01,0.12,0.16,0.14
Race Course,2025,8,MAN_MADE,0.17,0.07,0.0,0.0,0.0,0.02,0.01,0.01,0.03,0.08,0.0,0.05,0.0,0.0,0.03,0.28,0.01,0.05,0.07,0.12
"Kwesimintsim,I Adu",2025,8,MAN_MADE,0.11,0.08,0.0,0.0,0.0,0.02,0.0,0.01,0.03,0.06,0.0,0.01,0.0,0.0,0.01,0.35,0.01,0.08,0.11,0.12
Effia,2025,8,MAN_MADE,0.09,0.1,0.0,0.0,0.0,0.02,0.0,0.01,0.02,0.07,0.0,0.01,0.0,0.0,0.01,0.32,0.01,0.08,0.15,0.11
Anaji,2025,8,MAN_MADE,0.08,0.11,0.0,0.0,0.0,0.02,0.0,0.01,0.03,0.07,0.0,0.01,0.01,0.0,0.01,0.22,0.01,0.12,0.16,0.14
NFANTE LANE,2025,8,MAN_MADE,0.17,0.07,0.0,0.0,0.0,0.02,0.0,0.01,0.03,0.05,0.0,0.05,0.0,0.0,0.04,0.29,0.01,0.09,0.08,0.09
WASSA DUNKWA,2025,8,MAN_MADE,0.22,0.06,0.0,0.0,0.0,0.02,0.0,0.01,0.04,0.07,0.0,0.04,0.0,0.02,0.02,0.23,0.01,0.06,0.06,0.14
BISSASO,2025,8,MAN_MADE,0.09,0.13,0.0,0.0,0.0,0.02,0.0,0.01,0.02,0.05,0.0,0.01,0.01,0.0,0.01,0.23,0.01,0.12,0.16,0.13
"Asakrangua,Samreaboi,kokoase",2025,8,MAN_MADE,0.08,0.12,0.0,0.0,0.0,0.02,0.0,0.01,0.03,0.07,0.0,0.01,0.01,0.0,0.01,0.22,0.01,0.12,0.16,0.13
"GHANA NUNGUA, COCOA TOWN.JAWAY",2025,8,MAN_MADE,0.09,0.1,0.0,0.0,0.0,0.02,0.0,0.01,0.02,0.07,0.0,0.01,0.0,0.0,0.01,0.31,0.01,0.1,0.14,0.11
HALF ASSINI,2025,8,MAN_MADE,0.06,0.09,0.0,0.0,0.0,0.05,0.01,0.01,0.03,0.07,0.0,0.01,0.0,0.0,0.04,0.32,0.01,0.07,0.13,0.1
ANLOMATUOPE,2025,8,WIND_STORM,0.03,0.1,0.0,0.0,0.0,0.01,0.03,0.07,0.05,0.07,0.0,0.01,0.01,0.0,0.01,0.15,0.01,0.12,0.15,0.18
REGIMANUEL ESTATE,2025,8,MAN_MADE,0.17,0.07,0.0,0.0,0.0,0.02,0.01,0.01,0.03,0.08,0.0,0.05,0.0,0.0,0.03,0.28,0.01,0.05,0.07,0.12
Kojokrom Alatasemenafom,2025,8,MAN_MADE,0.11,0.08,0.0,0.0,0.0,0.02,0.0,0.01,0.03,0.06,0.0,0.01,0.0,0.0,0.01,0.35,0.01,0.08,0.11,0.12
Takoradi Amanful,2025,8,MAN_MADE,0.19,0.07,0.0,0.0,0.0,0.02,0.0,0.01,0.04,0.07,0.0,0.04,0.0,0.02,0.02,0.25,0.01,0.06,0.06,0.14
Fijai Town,2025,8,MAN_MADE,0.09,0.1,0.0,0.0,0.0,0.02,0.0,0.01,0.02,0.07,0.0,0.01,0.0,0.0,0.01,0.31,0.01,0.1,0.14,0.11
Takoradi  zenith area,2025,8,MAN_MADE,0.19,0.07,0.0,0.0,0.0,0.02,0.0,0.01,0.04,0.06,0.0,0.04,0.0,0.02,0.02,0.25,0.01,0.06,0.06,0.15
Kweikuma Caprice,2025,8,MAN_MADE,0.11,0.08,0.0,0.0,0.0,0.02,0.0,0.01,0.03,0.06,0.0,0.01,0.0,0.0,0.01,0.35,0.01,0.08,0.11,0.12
Takoradi Adakope ,2025,8,MAN_MADE,0.19,0.07,0.0,0.0,0.0,0.02,0.0,0.01,0.04,0.06,0.0,0.04,0.0,0.02,0.02,0.25,0.01,0.06,0.06,0.15
Bakaekyir,2025,8,MAN_MADE,0.09,0.12,0.0,0.0,0.0,0.02,0.0,0.01,0.02,0.05,0.0,0.01,0.0,0.0,0.01,0.25,0.01,0.12,0.17,0.12
Obokrom,2025,8,MAN_MADE,0.17,0.07,0.0,0.0,0.0,0.02,0.01,0.01,0.03,0.07,0.0,0.06,0.0,0.0,0.03,0.28,0.01,0.07,0.07,0.1
TAKORADI MANKWADZI ROAD,2025,8,MAN_MADE,0.18,0.07,0.0,0.0,0.0,0.02,0.0,0.01,0.04,0.06,0.0,0.05,0.0,0.0,0.04,0.26,0.01,0.06,0.07,0.13
"NKROFUL,DIABENE,KANSAWORODO",2025,8,MAN_MADE,0.17,0.07,0.0,0.0,0.0,0.02,0.01,0.01,0.03,0.06,0.0,0.05,0.0,0.0,0.04,0.29,0.01,0.08,0.07,0.09
BU JUNCTION,2025,8,MAN_MADE,0.09,0.12,0.0,0.0,0.0,0.02,0.0,0.01,0.02,0.05,0.0,0.01,0.0,0.0,0.01,0.25,0.01,0.12,0.17,0.12
NKETSIAKROM,2025,8,MAN_MADE,0.17,0.07,0.0,0.0,0.0,0.02,0.01,0.01,0.03,0.05,0.0,0.05,0.0,0.0,0.04,0.29,0.01,0.08,0.08,0.09
KAKUSUADO,2025,8,MAN_MADE,0.11,0.08,0.0,0.0,0.0,0.02,0.0,0.01,0.03,0.07,0.0,0.01,0.0,0.0,0.01,0.35,0.01,0.08,0.11,0.11
AKYINIM,2025,8,MAN_MADE,0.02,0.1,0.0,0.0,0.0,0.01,0.03,0.06,0.05,0.11,0.01,0.01,0.01,0.0,0.01,0.15,0.01,0.12,0.15,0.15
ASSUAWUAH,2025,8,MAN_MADE,0.07,0.1,0.0,0.0,0.0,0.02,0.0,0.03,0.03,0.08,0.0,0.01,0.01,0.0,0.01,0.21,0.01,0.11,0.16,0.15
BAMIAKOR,2025,8,MAN_MADE,0.09,0.13,0.0,0.0,0.0,0.02,0.0,0.01,0.03,0.05,0.0,0.01,0.01,0.0,0.01,0.22,0.01,0.12,0.16,0.13
Location,2025,9,MAN_MADE,0.05,0.13,0.01,0.01,0.06,0.0,0.0,0.0,0.04,0.06,0.0,0.01,0.0,0.01,0.02,0.39,0.0,0.07,0.04,0.1
ESIAMA,2025,9,MAN_MADE,0.06,0.11,0.01,0.0,0.03,0.01,0.0,0.0,0.03,0.03,0.02,0.0,0.0,0.0,0.03,0.29,0.03,0.08,0.05,0.22
AGONA NKWANTA,2025,9,MAN_MADE,0.03,0.09,0.0,0.0,0.02,0.0,0.0,0.01,0.04,0.12,0.05,0.0,0.03,0.0,0.01,0.32,0.0,0.06,0.06,0.16
MPATASE,2025,9,MAN_MADE,0.05,0.13,0.01,0.01,0.06,0.0,0.0,0.0,0.04,0.06,0.0,0.01,0.0,0.01,0.02,0.39,0.0,0.07,0.04,0.1
ABURA,2025,9,MAN_MADE,0.02,0.12,0.0,0.01,0.02,0.0,0.01,0.01,0.06,0.13,0.02,0.0,0.02,0.0,0.02,0.26,0.0,0.06,0.14,0.1
AKWIDAA,2025,9,MAN_MADE,0.02,0.15,0.0,0.01,0.04,0.0,0.01,0.01,0.08,0.14,0.02,0.0,0.01,0.0,0.01,0.24,0.0,0.06,0.08,0.12
BONWIRE JUNCTION,2025,9,MAN_MADE,0.04,0.18,0.0,0.01,0.04,0.0,0.0,0.0,0.04,0.07,0.01,0.0,0.0,0.0,0.01,0.37,0.0,0.08,0.08,0.07
AHOBRE,2025,9,MAN_MADE,0.02,0.15,0.0,0.01,0.04,0.0,0.01,0.01,0.08,0.14,0.02,0.0,0.01,0.0,0.01,0.24,0.0,0.06,0.08,0.12
"ABURA,AGONA",2025,9,MAN_MADE,0.02,0.12,0.0,0.01,0.02,0.0,0.01,0.01,0.06,0.13,0.02,0.0,0.02,0.0,0.02,0.26,0.0,0.06,0.14,0.1
DIXCOVE,2025,9,MAN_MADE,0.04,0.11,0.0,0.01,0.03,0.0,0.01,0.0,0.03,0.06,0.0,0.0,0.0,0.0,0.06,0.38,0.02,0.06,0.12,0.07
"ESSIPONG,ESSAMAM,MPINTSIN",2025,9,MAN_MADE,0.05,0.16,0.01,0.01,0.05,0.0,0.0,0.0,0.03,0.05,0.0,0.0,0.0,0.0,0.01,0.44,0.0,0.06,0.07,0.06
ESHIEM,2025,9,MAN_MADE,0.04,0.11,0.01,0.01,0.03,0.01,0.01,0.0,0.03,0.06,0.0,0.0,0.0,0.0,0.07,0.41,0.02,0.04,0.08,0.07
NYANSO,2025,9,MAN_MADE,0.07,0.12,0.01,0.01,0.08,0.0,0.0,0.0,0.05,0.08,0.0,0.02,0.0,0.02,0.04,0.29,0.0,0.06,0.05,0.1
AKYIM,2025,9,MAN_MADE,0.02,0.15,0.0,0.01,0.04,0.0,0.01,0.01,0.08,0.14,0.02,0.0,0.01,0.0,0.01,0.24,0.0,0.06,0.08,0.12
NEW BENSO ,2025,9,MAN_MADE,0.07,0.13,0.01,0.01,0.06,0.0,0.0,0.0,0.04,0.06,0.0,0.01,0.0,0.02,0.03,0.34,0.0,0.07,0.05,0.1
BENSO ATAKROM,2025,9,MAN_MADE,0.04,0.17,0.0,0.01,0.04,0.0,0.0,0.0,0.05,0.08,0.01,0.0,0.01,0.0,0.01,0.32,0.0,0.09,0.08,0.09
NSUAEM,2025,9,MAN_MADE,0.07,0.12,0.01,0.01,0.07,0.0,0.0,0.0,0.05,0.08,0.0,0.02,0.0,0.02,0.04,0.3,0.0,0.06,0.05,0.1
COCOA TOWN,2025,9,MAN_MADE,0.04,0.12,0.0,0.01,0.03,0.0,0.01,0.0,0.03,0.06,0.0,0.0,0.0,0.0,0.06,0.38,0.02,0.06,0.12,0.06
JAWAY,2025,9,MAN_MADE,0.03,0.09,0.01,0.01,0.04,0.01,0.01,0.0,0.03,0.08,0.0,0.01,0.0,0.0,0.07,0.4,0.02,0.06,0.06,0.07
"JOMRO,MANTSEMANKABI,MENTUKWA,ELEBO ZONGO,NEWTOWN,BANYIN,ELEBO CEMETRY,ELEBO GYINAKRO,ELEBO POST OFFICE",2025,9,MAN_MADE,0.04,0.15,0.01,0.01,0.06,0.0,0.0,0.0,0.03,0.07,0.0,0.01,0.0,0.0,0.01,0.41,0.0,0.08,0.04,0.08
GYINAKO,2025,9,MAN_MADE,0.05,0.17,0.01,0.01,0.06,0.0,0.0,0.0,0.03,0.06,0.0,0.0,0.0,0.0,0.01,0.41,0.0,0.07,0.06,0.06
POST OFFICE,2025,9,MAN_MADE,0.07,0.11,0.01,0.0,0.08,0.0,0.0,0.0,0.05,0.08,0.0,0.02,0.0,0.02,0.04,0.29,0.0,0.07,0.05,0.11
MANTEMANKABI,2025,9,MAN_MADE,0.05,0.13,0.01,0.01,0.06,0.0,0.0,0.0,0.04,0.06,0.0,0.01,0.0,0.01,0.02,0.39,0.0,0.07,0.04,0.1
ZONGO,2025,9,MAN_MADE,0.07,0.05,0.0,0.0,0.13,0.0,0.0,0.0,0.05,0.03,0.02,0.01,0.0,0.03,0.05,0.28,0.02,0.02,0.05,0.19
NDABULA,2025,9,MAN_MADE,0.06,0.13,0.01,0.01,0.06,0.0,0.0,0.0,0.04,0.06,0.0,0.01,0.0,0.02,0.03,0.36,0.0,0.06,0.05,0.1
GHANA NUNGUA,2025,9,MAN_MADE,0.05,0.18,0.01,0.01,0.05,0.0,0.0,0.0,0.03,0.05,0.0,0.0,0.0,0.0,0.01,0.42,0.0,0.07,0.06,0.06
NSUANO,2025,9,MAN_MADE,0.07,0.12,0.01,0.01,0.08,0.0,0.0,0.0,0.05,0.08,0.0,0.02,0.0,0.02,0.04,0.29,0.0,0.06,0.05,0.1
MARKET,2025,9,MAN_MADE,0.04,0.07,0.01,0.01,0.04,0.01,0.01,0.0,0.04,0.06,0.0,0.01,0.0,0.01,0.08,0.39,0.02,0.04,0.06,0.1
NEW TOWN,2025,9,MAN_MADE,0.06,0.07,0.01,0.01,0.05,0.0,0.0,0.0,0.04,0.08,0.0,0.01,0.0,0.02,0.1,0.31,0.02,0.05,0.08,0.09
AMAMAMO,2025,9,MAN_MADE,0.02,0.15,0.0,0.01,0.04,0.0,0.01,0.01,0.08,0.14,0.02,0.0,0.01,0.0,0.01,0.24,0.0,0.06,0.08,0.12
MANTUKWA,2025,9,MAN_MADE,0.05,0.13,0.01,0.01,0.06,0.0,0.0,0.0,0.04,0.06,0.0,0.01,0.0,0.01,0.02,0.39,0.0,0.07,0.04,0.1
BEYIN,2025,9,MAN_MADE,0.04,0.17,0.0,0.01,0.04,0.0,0.0,0.0,0.04,0.08,0.01,0.0,0.01,0.0,0.01,0.33,0.0,0.09,0.08,0.09
ENZINITIANU,2025,9,MAN_MADE,0.05,0.16,0.01,0.01,0.05,0.0,0.0,0.0,0.03,0.05,0.0,0.0,0.0,0.0,0.01,0.44,0.0,0.06,0.07,0.06
KOMFREKU,2025,9,MAN_MADE,0.04,0.13,0.01,0.01,0.06,0.0,0.0,0.0,0.03,0.06,0.0,0.01,0.0,0.01,0.01,0.41,0.0,0.08,0.05,0.09
ESUMANKROM,2025,9,MAN_MADE,0.04,0.16,0.01,0.01,0.05,0.0,0.0,0.0,0.03,0.05,0.0,0.0,0.0,0.0,0.01,0.45,0.0,0.06,0.07,0.06
SHAMA KUMASI,2025,9,MAN_MADE,0.07,0.1,0.01,0.0,0.09,0.02,0.0,0.0,0.05,0.07,0.0,0.02,0.0,0.02,0.04,0.24,0.0,0.05,0.05,0.17
AMISSAHKROM,2025,9,MAN_MADE,0.02,0.16,0.0,0.01,0.04,0.0,0.01,0.01,0.08,0.12,0.01,0.0,0.01,0.0,0.01,0.24,0.0,0.06,0.09,0.13
UPPER INCHABAN,2025,9,MAN_MADE,0.09,0.1,0.01,0.0,0.13,0.0,0.0,0.0,0.06,0.09,0.0,0.02,0.0,0.05,0.02,0.2,0.0,0.04,0.05,0.14
LOWER INCHABAN,2025,9,MAN_MADE,0.05,0.13,0.01,0.01,0.06,0.0,0.0,0.0,0.04,0.06,0.0,0.01,0.0,0.01,0.02,0.39,0.0,0.07,0.04,0.1
NEW DABOASE JUNCTION,2025,9,MAN_MADE,0.07,0.13,0.01,0.01,0.06,0.0,0.0,0.0,0.04,0.06,0.0,0.01,0.0,0.02,0.03,0.34,0.0,0.07,0.05,0.1
NKAKEM,2025,9,MAN_MADE,0.06,0.07,0.01,0.01,0.05,0.0,0.0,0.0,0.04,0.08,0.0,0.02,0.0,0.02,0.1,0.3,0.02,0.05,0.08,0.09
AGYAN,2025,9,MAN_MADE,0.02,0.15,0.0,0.01,0.04,0.0,0.01,0.01,0.08,0.14,0.02,0.0,0.01,0.0,0.01,0.24,0.0,0.06,0.08,0.12
"DUALE,AJOMORO,SIKA NYEASEM,AVREBO,NUABESA,GWIRA-BANSO,BAMIANKOR,SENTUM",2025,9,MAN_MADE,0.04,0.15,0.01,0.01,0.05,0.0,0.0,0.0,0.03,0.06,0.0,0.0,0.0,0.0,0.01,0.42,0.0,0.08,0.07,0.07
"AVREBO,GWIRA BANSO,NUABESA",2025,9,MAN_MADE,0.03,0.17,0.0,0.01,0.04,0.0,0.0,0.0,0.06,0.11,0.01,0.0,0.01,0.0,0.01,0.29,0.0,0.08,0.08,0.1
"DUALE,KUTUKROM,BAMIANKOR",2025,9,MAN_MADE,0.04,0.15,0.01,0.01,0.05,0.0,0.0,0.0,0.03,0.06,0.0,0.0,0.0,0.0,0.01,0.42,0.0,0.08,0.07,0.07
"SENTUM,GWIRA ESIAM,",2025,9,MAN_MADE,0.07,0.1,0.01,0.0,0.09,0.01,0.0,0.0,0.06,0.07,0.0,0.02,0.0,0.02,0.04,0.24,0.0,0.06,0.05,0.16
 AJOMORO ESIAM,2025,9,MAN_MADE,0.02,0.15,0.0,0.01,0.04,0.0,0.01,0.01,0.11,0.12,0.02,0.0,0.0,0.0,0.01,0.26,0.0,0.06,0.06,0.12
KAKUSUZO,2025,9,MAN_MADE,0.04,0.14,0.01,0.01,0.06,0.0,0.0,0.0,0.03,0.07,0.0,0.01,0.0,0.01,0.01,0.41,0.0,0.08,0.04,0.08
AMANVUMANU,2025,9,MAN_MADE,0.02,0.16,0.0,0.01,0.04,0.0,0.01,0.01,0.08,0.12,0.01,0.0,0.01,0.0,0.01,0.24,0.0,0.06,0.09,0.13
BOKRO,2025,9,MAN_MADE,0.04,0.17,0.0,0.01,0.04,0.0,0.0,0.0,0.04,0.08,0.01,0.0,0.01,0.0,0.01,0.36,0.0,0.08,0.08,0.07
SALMA,2025,9,MAN_MADE,0.06,0.06,0.01,0.0,0.07,0.01,0.0,0.0,0.04,0.08,0.0,0.02,0.0,0.02,0.12,0.27,0.01,0.03,0.08,0.12
ADUBRIEM,2025,9,MAN_MADE,0.02,0.15,0.0,0.01,0.04,0.0,0.01,0.01,0.08,0.14,0.02,0.0,0.01,0.0,0.01,0.24,0.0,0.06,0.08,0.12
AKROPONG,2025,9,MAN_MADE,0.02,0.09,0.0,0.0,0.02,0.0,0.0,0.01,0.04,0.11,0.06,0.0,0.01,0.0,0.02,0.36,0.0,0.06,0.06,0.14
NKAKAA,2025,9,MAN_MADE,0.07,0.12,0.01,0.01,0.07,0.0,0.0,0.0,0.05,0.08,0.0,0.02,0.0,0.02,0.04,0.29,0.0,0.07,0.05,0.1
"KWASIKRU,SOMPRE",2025,9,MAN_MADE,0.04,0.13,0.01,0.01,0.06,0.0,0.0,0.0,0.04,0.06,0.0,0.01,0.0,0.01,0.01,0.4,0.0,0.08,0.05,0.09
SOMPRE,2025,9,MAN_MADE,0.07,0.1,0.01,0.0,0.09,0.02,0.0,0.0,0.05,0.07,0.0,0.02,0.0,0.02,0.04,0.24,0.0,0.05,0.05,0.17
DWIFE,2025,9,MAN_MADE,0.04,0.15,0.01,0.01,0.05,0.0,0.0,0.0,0.03,0.06,0.0,0.0,0.0,0.0,0.01,0.42,0.0,0.08,0.07,0.07
DABOASE,2025,9,MAN_MADE,0.04,0.12,0.0,0.01,0.03,0.0,0.01,0.0,0.03,0.06,0.0,0.0,0.0,0.0,0.06,0.37,0.02,0.06,0.12,0.07
